,adult,budget,genres,id,original_language,original_title,overview,popularity,production_companies,runtime,spoken_languages,status,vote_average,vote_count
29060,False,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",187482,en,My Blood Runs Cold,"Wealthy, reckless Californian Julie Merriday, accompanied by her boyfriend Harry Lindsay, an attorney, narrowly avoids crashing into a motorcycle driven by young Ben Gunther. Ben temporarily abandons his damaged cycle and accepts a ride from Julie but insists upon calling her Barbara. Later, at the Merriday beach house, Julie's Aunt Sarah tells Julie that her great great grandmother was named Barbara, and furthermore, that ancestress had an illegitimate child fathered by one Benjamin Gunther.",0.024045,"[{'name': 'William Conrad Productions', 'id': 16064}]",104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,0.0,0.0
8296,False,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",71065,en,The Last of the Mohicans,"As Alice and Cora Munro attempt to find their father, a British officer in the French and Indian War, they are set upon by French soldiers and their cohorts, Huron tribesmen led by the evil Magua. Fighting to rescue the women are Chingachgook and his son Uncas, the last of the Mohican tribe, and their white ally, the frontiersman Natty Bumppo, known as Hawkeye.",0.264565,"[{'name': 'Maurice Tourneur Productions', 'id': 38154}]",73.0,[],Released,6.1,7.0
766,False,100000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",9268,en,Eraser,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",6.919314,"[{'name': 'Kopelson Entertainment', 'id': 824}, {'name': 'Warner Bros.', 'id': 6194}]",115.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.6,553.0
14390,False,0,"[{'id': 18, 'name': 'Drama'}]",84273,ru,Потомок Чингисхана,"In 1918 a young and simple Mongol herdsman and trapper is cheated out of a valuable fox fur by a European capitalist fur trader. Ostracized from the trading post, he escapes to the hills after brawling with the trader who cheated him. In 1920 he becomes a Soviet partisan, and helps the partisans fight for the Soviets against the occupying British army. However he is captured by the British when they try to requisition cattle from the herdsmen at the same time as the commandant meets with a reincarnated Grand Lama. After the trapper is shot, the army discovers an amulet that suggests he is a direct descendant of Genghis Khan. They find him still alive, so the army restores his health and plans to use him as the head of a puppet regime. The trapper is thus thrust into prominence as he is placed in charge of the puppet government. By the end, however, the ""puppet"" turns against his masters in an outburst of fury.",1.6808349999999999,"[{'name': 'Mezhrabpomfilm', 'id': 8970}]",127.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,6.9,13.0
6715,False,0,"[{'id': 10402, 'name': 'Music'}]",28236,en,Concert for George,"As a memorial to George Harrison on the first anniversary of his passing, The Concert for George was held at the Royal Albert Hall in London on 29 November 2002 . Organized by Harrison's widow, Olivia, and son, Dhani, and arranged under the musical direction of Eric Clapton and Jeff Lynne.",1.416876,[],140.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,8.0,11.0
11397,False,1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",61650,en,A Foreign Affair,"In occupied Berlin, an army captain is torn between an ex-Nazi cafe singer and the U.S. congresswoman investigating her.",1.0614860000000002,"[{'name': 'Paramount Pictures', 'id': 4}]",116.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,6.7,24.0
32914,False,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",271039,en,"Something, Anything","When a tragedy shatters her plans for domestic bliss, a seemingly typical Southern newlywed gradually transforms into a spiritual seeker, quietly threatening the closest relationships around her.",0.382781,"[{'name': 'Self-Reliant Film', 'id': 43255}, {'name': 'Nest Features', 'id': 43256}]",88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,8.0,2.0
14551,False,237000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",19995,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",185.070892,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Lightstorm Entertainment', 'id': 574}]",162.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,7.2,12114.0
4114,False,16000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}]",10991,ja,Pokémon 3: The Movie,"When Molly Hale's sadness of her father's disappearance get to her, she unknowingly uses the Unown to create her own dream world along with Entei, who she believes to be her father. When Entei kidnaps Ash's mom, Ash along with Misty & Brock invade the mansion looking for his mom and trying to stop the mysteries of Molly's Dream World and Entei!",10.264597,"[{'name': 'TV Tokyo', 'id': 3034}, {'name': '4 Kids Entertainment', 'id': 3035}, {'name': 'Nintendo', 'id': 12288}, {'name': 'Pikachu Project', 'id': 12653}, {'name': 'Oriental Light and Magic (OLM)', 'id': 66289}, {'name': ""Kids' WB"", 'id': 89163}, {'name': 'Pikachu Project 2001', 'id': 89164}, {'name': 'Shoakuken', 'id': 89165}]",93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.0,143.0
13725,False,0,"[{'id': 18, 'name': 'Drama'}]",21967,ja,Akibiyori,The great actress and Ozu regular Setsuko Hara plays a mother gently trying to persuade her daughter to marry in this glowing portrait of family love and conflict—a reworking of Ozu’s 1949 masterpiece Late Spring.,1.457156,"[{'name': 'Shôchiku Eiga', 'id': 5070}]",128.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,7.7,15.0
45212,False,0,[],257059,en,Комбинат «Надежда»,"Industrial city of Norilsk: factories, cold, chemical air. The only desire of young people living here is to leave, against all odds. A docu-style, emotionally-driven drama about a young girl desperately fighting for an escape which is so blurry, and for love which is so insecure.",1.153509,[],104.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,5.3,7.0
31280,False,0,"[{'id': 878, 'name': 'Science Fiction'}]",110122,en,Astronaut: The Last Push,"When a tragic accident cuts short the first manned mission to explore life on the moons of Jupiter, Michael Forrest must make the 3 year journey home to Earth in pure solitude",2.295459,"[{'name': 'TMA-1 Productions', 'id': 22631}]",90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.2,26.0
6595,False,3200000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",19064,en,Once Bitten,"Mark wants to lose his virginity, but his girlfriend wants to wait. Unfortunately for both of them, a 400-year-old vampire Countess needs to turn a virgin into a vampire before Halloween in order to preserve her own youthful appearance, and when she finds Mark, she turns his life upside-down.",6.1746989999999995,"[{'name': 'Night Light Films', 'id': 3344}]",94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.3,75.0
17820,False,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",49517,en,Tinker Tailor Soldier Spy,"Recently-retired MI6 agent, George Smiley is doing his best to adjust to a life outside the secret service until a disgraced agent reappears with information concerning a mole at the heart of the service. Smiley is drawn back into the murky field of espionage, tasked with investigating which of his trusted former colleagues has chosen to betray him and their country. Smiley narrows his search to four suspects – all experienced, skilled and successful agents – but past histories, rivalries and friendships make it far from easy to pinpoint the man who is eating away at the heart of the British establishment.",7.728737,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'Kinowelt Filmproduktion', 'id': 2051}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Karla Films', 'id': 23697}]",127.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,6.6,856.0
26522,False,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",25386,en,The 39 Steps,"Remake of the classic hitchcock movie. Whilst generally not as good, it is a rather fun movie, and more lighthearted than the original. This is largely due to Kenneth More's acting.",1.451635,"[{'name': 'The Rank Organisation', 'id': 364}]",93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,6.5,7.0
42267,False,0,"[{'id': 27, 'name': 'Horror'}]",38499,en,The Howling: New Moon Rising,"Gary Brandner's horror novels come to life again in this sequel to ""The Howling."" A number of vicious murders occur in a small California town after a motorcycle-riding stranger arrives. The gruesome slayings look disturbingly like the work of a werewolf. Meanwhile, in another nearby town, police are hot on the trail of a killer they believe is a werewolf. This is ""Howling"" with a country-western angle.",1.089187,"[{'name': 'Allied Vision', 'id': 5570}, {'name': 'Allied Entertainments Group PLC', 'id': 78049}]",90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,2.2,15.0
38186,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",381341,it,Perfetti sconosciuti,"During a dinner, a group of friends decide to share whatever text message or phone call they will receive during the evening - and all hell breaks loose.",6.984664,"[{'name': 'Lotus Production', 'id': 19916}]",97.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,7.8,803.0
36663,False,0,"[{'id': 10751, 'name': 'Family'}]",27598,sv,"Du är inte klok, Madicken","A first movie based on Astrid Lindgren's novel ""Madicken och Junibackens pims"", which is about two sisters and their adventures in 1910s Sweden.",1.488704,"[{'name': 'Artfilm', 'id': 2491}, {'name': 'Svensk Filmindustri (SF)', 'id': 6181}]",98.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,6.3,5.0
33651,False,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",262945,de,"Am Tag, als der Regen kam",Motorcylce driving kids in pre-war Germany commit crime at night.,0.660252,[],88.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,5.0,1.0
27059,False,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",38782,en,The Wind in the Willows,"One spring, Mole decides that he can ignore the spring cleaning for a little longer, and begins a series of adventures with his new friend Rat. They go for a picnic on the riverbank, on a caravan expedition with Toad, until Toad switches allegiance to his new car and his reckless driving makes Mole and Rat search out Badger for help in curbing Toad's profligate habits. But Toad gets away from them and gets a 20-year sentence from the magistrate for theft, reckless driving, and Gross Impertinence. While Toad works his wiles on the jailer's daughter and escapes jail dressed as a washer woman, Badger tries to guard Toad Hall from the machinations of the Weasels and is badly beaten. And it requires a plan of attack and all four comrades to regain Toad Hall.",0.948788,"[{'name': 'Thames Television', 'id': 5846}, {'name': 'Cosgrove Hall Films', 'id': 8180}]",79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.0,11.0
24918,False,70,"[{'id': 14, 'name': 'Fantasy'}]",232100,en,Riley Rewind,A high school girl named Riley (Anna Akana) has the ability to travel back in time and uses this power to save her friend who commits suicide.,0.549689,[],50.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.1,7.0
34244,False,0,"[{'id': 35, 'name': 'Comedy'}]",68192,en,Koroli i kapusta,"Фильм создан в жанре музыкальной комедии по мотивам знаменитого юмористического романа О""Генри ""Короли и капуста"". Действие фильма разворачивается в условной стране ""Анчурия"", где каждый год выбирают нового президента. Так бы все и шло своим чередом в островной Анчурии, если бы не чемоданчик с сотнями тысяч долларов, вдруг обнаружившийся у местного брадобрея, и таинственный незнакомец, однажды выброшенный волной на анчурский берег.",0.035723,[],145.0,[],Released,7.0,1.0
19242,False,0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",39324,ja,Doragon Bōru Zetto: Zetsubō e no Hankō!! Nokosareta Chō-Senshi • Gohan to Torankusu,It has been thirteen years since the Androids began their killing rampage and Son Gohan is the only person fighting back. He takes Bulma's son Trunks as a student and even gives his own life to save Trunks's. Now Trunks must figure out a way to change this apocalyptic future,3.7812959999999998,"[{'name': 'Toei Animation', 'id': 5542}]",48.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,7.0,81.0
